Validation Fold,Training Acc,Validation Acc
0,74.26705169677734,58.208955223880594
1,62.9527473449707,55.403225806451616
2,69.30439758300781,58.225806451612904
3,65.38227844238281,59.03225806451613
4,71.4920883178711,59.84719864176571
