Validation Fold,Training Acc,Validation Acc
0,76.41167449951172,66.47465437788019
1,80.50384521484375,76.95852534562212
2,80.52227783203125,77.41935483870968
3,84.01433563232422,75.35483870967742
4,86.06095886230469,75.94086021505376
