Validation Fold,Training Acc,Validation Acc
0,62.316036224365234,58.287795992714024
1,62.2663688659668,56.69398907103825
2,66.58079528808594,56.08514576584914
3,60.44904708862305,63.387978142076506
4,61.949180603027344,63.797814207650276
