Validation Fold,Training Acc,Validation Acc
0,71.00154113769531,69.47004608294931
1,71.24639892578125,60.986001217285455
2,69.51991271972656,59.46439440048692
3,63.979496002197266,63.70967741935484
4,65.69188690185547,60.9181141439206
