Validation Fold,Training Acc,Validation Acc
0,66.66667175292969,57.628094415659184
1,63.6826171875,55.99513085818624
2,67.90733337402344,61.95982958003652
3,67.17407989501953,63.58560794044665
4,67.99698638916016,56.88585607940447
