Validation Fold,Training Acc,Validation Acc
0,76.67588806152344,75.0
1,75.07219696044922,71.19815668202764
2,79.33641052246094,68.31797235023042
3,79.22341918945312,68.7741935483871
4,77.43119049072266,65.05376344086021
