Validation Fold,Training Acc,Validation Acc
0,82.24884796142578,73.33333333333333
1,78.17009735107422,74.42396313364056
2,73.76727294921875,83.52534562211981
3,83.16417694091797,76.38709677419355
4,79.32564544677734,77.15053763440861
