Validation Fold,Training Acc,Validation Acc
0,77.2391357421875,69.07265774378585
1,74.44474029541016,74.9544626593807
2,75.1226577758789,71.03825136612022
3,71.4796142578125,76.06557377049181
4,76.5816650390625,72.60928961748634
